link,title,text
https://tproger.ru/translations/python-ide/,Лучшие IDE и редакторы кода для Python,"Учитывая всё многообразие IDE и редакторов кода, в них легко запутаться. Собрали для вас самые популярные инструменты для разработки на Python и выяснили, в чём их преимущества и недостатки."
https://tproger.ru/quiz/python-style-quiz/,Тест: а у вас стильный Python?,"Python любят за многое, в том числе за удобочитаемость кода. Чтобы её сохранить, существует ряд руководств по кодстайлу. Самое известное из них — PEP8. Подготовили для вас тест, который покажет ваш уровень знаний PEP8."
https://tproger.ru/translations/django-orm-tips/,"Фичи Django ORM, о которых вы не знали","Разработчики, решившие более детально разобраться в работе СУБД, часто обнаруживают, что делает некоторые вещи не оптимально. Представляем вашему вниманию советы по работе с базами данных в Django ORM."
https://tproger.ru/articles/teletun-ip-over-telegram/,Интересные проекты: пробрасываем трафик через Telegram,"Думали когда-нибудь о передаче трафика через Telegram? Конечно думали! Поэтому встречайте Teletun — GitHub-проект, предназначенный как раз для этой цели."
https://tproger.ru/translations/pyqt-apps/,Реальные примеры приложений на Python и PyQT: от косынки до веб-браузера,"Нашли для вас подборку из 15 простых приложений на Python, написанных с помощью PyQt. Все приложения с открытым исходным кодом, поэтому их можно спокойно изменять, использовать в своих проектах и экспериментировать, как вам захочется."
https://tproger.ru/problems/sum-of-list-elements/,Задача на поиск списка с максимальной суммой элементов,"Представим, что у нас есть список со списками и нам нужно найти вложенный список с максимальной суммой элементов. Как бы вы решили эту задачу? Пока вы думаете, давайте рассмотрим несколько возможных вариантов решения на Python от самого громоздкого до «однострочника»."
https://tproger.ru/explain/python-dictionaries/,Словари и их методы в Python,"В краткой форме рассмотрим то, как устроены словари в языке Python, а также изучим некоторые методы для работы с ними. Чтение не займет больше 5 минут."
https://tproger.ru/translations/python-data-types/,Основные типы данных в Python для начинающих,"При изучении языка программирования одна из первых вещей, с которой вы столкнётесь, — типы данных. Сегодня мы расскажем об одних из наиболее важных типов данных в Python."
https://tproger.ru/translations/python-gui-pyqt/,Python GUI: создаём простое приложение с PyQt и Qt Designer,"Помимо всего прочего, на Python можно создавать десктопные приложения с графическим интерфейсом (Python GUI). Это можно сделать с помощью PyQt и Qt Designer, с которыми мы сегодня познакомимся."
https://tproger.ru/translations/python-args-and-kwargs/,Функция с переменным количеством аргументов в Python: *args и **kwargs,"Не всегда заранее известно, сколько аргументов будет передано функции. В таких случаях в Python на помощь приходят *args и **kwargs, позволяющие передавать переменное количество аргументов. Сегодня мы расскажем, как именно они работают."
https://tproger.ru/problems/python-challenge-level-one/,Задачка на Python: расшифруйте строку,Для разминки мозга и улучшения знания языка полезно порешать какие-нибудь задачки. В этой задаче будем разгадывать шифр на Python несколькими способами.
https://tproger.ru/translations/python-command-line-tools-with-click/,Пишем инструменты командной строки на Python с помощью Click,"Интерфейсы командной строки — эффективная вещь, так как они позволяют автоматизировать практически всё что угодно. Сегодня мы расскажем, как написать такой интерфейс на Python с помощью Click."
https://tproger.ru/translations/python-command-line-tools-with-google-fire/,Автоматизируем аргументы командной строки на Python с Google Fire,"Для написания интерфейсов командой строки лучше использовать библиотеки, которые упростят вам жизнь и значительно ускорят разработку. Сегодня мы рассмотрим Google Fire — одну из таких библиотек."
https://tproger.ru/articles/reducepy-by-abdullahselek/,Интересные проекты: сокращатель ссылок для запуска на Docker,"Проект ReducePy – это сервис для сокращения url-адреса, разработанный с использованием Tornado и Redis, для запуска на Docker."
https://tproger.ru/translations/python-variable-annotations/,Аннотации переменных в Python,"Аннотации переменных — следующий шаг развития аннотаций типов. Сегодня мы подробно расскажем, что они из себя представляют и как их использовать."
https://tproger.ru/translations/how-grouper-works/,Разбираемся в работе функции grouper в Python,Часто на StackOverflow задают вопрос «Как разбить последовательность на части равного размера?». Давайте попробуем в нём разобраться.
https://tproger.ru/translations/python-desktop-notifications/,Отправляем push-уведомления на рабочий стол в Linux с помощью Python,"Создадим программу, которая будет присылать не интерактивное всплывающее уведомление, показывающее актуальный курс биткоина к доллару."
https://tproger.ru/video/python-jedi/?autoload=1,Курс «Python-джедай»,"Серия русскоязычных видеоуроков, в которых рассматриваются основные аспекты использования языка Python под многообещающим девизом «По стандартам США»."
https://tproger.ru/video/advanced-python/?autoload=1,Курс «Продвинутый Python»,"Видеоуроки предназначены для опытных программистов на Python и тех, кто знаком с его основами."
https://tproger.ru/translations/python-developer-interview-guide/,Подготовка к собеседованию на позицию Python-разработчика,"Мы подготовили статью с темами и вопросами, которые работодатель может затронуть на собеседовании, и дополнили их небольшими объяснениями."
https://tproger.ru/translations/hitchhikers-guide-to-ml/,Автостопом по машинному обучению на Python,"В этой статье кратко описаны восемь главных алгоритмов машинного обучения и то, как использовать их на практике. Будет полезно для структурирования знаний."
https://tproger.ru/devnull/python-easter-eggs/,"Пасхалки, скрытые шутки и забавные возможности Python",Собрали все забавные фишки и пасхалки языка Python в одной подборке. А если не все — делитесь упущенными в комментариях 😉
https://tproger.ru/translations/machine-learning-beginners-guide/,Руководство по машинному обучению для начинающих: модель прогноза выживших на «Титанике»,"Руководство написано для тех, кто раннее не был знаком с машинным обучением. Это введение в машинное обучение на основе написания алгоритма, который будет предсказывать, сколько человек выживет при крушении «Титаника». Предполагается, что вы уже имеете опыт работы с Python и что вы знакомы с Pandas на базовом уровне."
https://tproger.ru/translations/ethereum-from-scratch/,Сетевой протокол Ethereum с нуля. Часть первая. Соединение,"В этой статье мы разберемся в основных концепциях работы сети Ethereum и напишем Python-скрипт для ее пингования.Ethereum — это криптовалюта, где код может исполняться посредством блокчейна. Предполагается, что у читателя есть базовое понимание Python, Git и сетевых концепций, таких как TCP и UDP."
https://tproger.ru/sponsored/python-vs-r-data-science/,Python и R в анализе данных: основные различия и сценарии использования,"Python и R — наиболее популярные и удобные языки программирования в области анализа данных. В этой статье рассмотрим различия между R и Python и расскажем, какое они занимают место в…"
https://tproger.ru/translations/telegram-bot-create-and-deploy/,Telegram-бот на Python: от первой строчки до запуска на Heroku,"Напишем простой Telegram-бот на Python и запустим его на сервере Heroku, предварительно ознакомившись с нужными инструментами."
https://tproger.ru/translations/reactive-web-apps-with-python/,Создание реактивных аналитических веб-приложений с использованием Python и библиотеки Dash,"Библиотека Dash будет полезна тем, кто использует Python для анализа и исследования данных, визуализации, моделирования и отчётности."
https://tproger.ru/translations/jupyter-notebook-python-3/,Как настроить Jupyter Notebook для Python 3,"Jupyter Notebook — это командная оболочка для интерактивных вычислений. Этот инструмент может использоваться не только с Python, но и другими языками программирования: Julia, R, Haskell и Ruby. Он часто используется…"
https://tproger.ru/translations/snake-android-python-kivy/,Пишем «Змейку» под Android на Python и Kivy,В этой статье мы напишем классическую «Змейку» на Python с помощью инструмента для создания GUI Kivy.
https://tproger.ru/articles/python-pandas/,Получение данных c веб-сайта без API в 3 строки кода на Python,"Рассказываем о том, как можно сэкономить время и нервы при автоматизации процесса получения данных с веб-сайтов без соответствующего API-интерфейса."
https://tproger.ru/articles/cryptography-encryption/,Криптография для самых маленьких: шифрование с примерами на Python,"Каждый человек, который пользуется компьютером или смартфоном, ежедневно сталкивается с криптографией: начиная от работы в интернете по протоколу HTTPS и заканчивая печально известными вирусами-шифровальщиками. Однако далеко не все понимают, как…"
https://tproger.ru/translations/image-classifier-tensorflow/,Простой классификатор изображений на Python с помощью библиотеки TensorFlow: пошаговое руководство,"Это руководство поможет вам создать классификатор изображений, используя лишь 10 строк кода и TensorFlow — библиотеку машинного обучения от Google."
https://tproger.ru/video/python-dev/?autoload=1,Курс «Программирование на Python»,"Русскоязычный видеокурс Computer Science Center, посвященный основам языка Python. Курс записан в 2015 году, лектор курса — Сергей Лебедев."
https://tproger.ru/video/data-analysis-with-python/?autoload=1,Курс «Python для анализа данных»,"Англоязычный видеокурс, знакомящий слушателей c основами Pandas — модуля языка Python, представляющего собой высокопроизводительную, высокоэффективную и высокоуровневую библиотеку анализа данных."
https://tproger.ru/translations/asynchronous-programming-in-python/,Асинхронное программирование в Python,"Асинхронное программирование на Python становится все более популярным. Для этих целей существует множество различных библиотек. Самая популярная из них — Asyncio, которая является стандартной библиотекой Python 3.4. Из этой статьи вы узнаете, что такое…"
https://tproger.ru/digest/python-and-django-beginners-pack/,Подборка практических и обучающих материалов по Python и Django для начинающих,"Мы перевели для вас статью, которая будет полезна для начинающих Python/Django разработчиков. Вам не обязательно проходить каждый курс полностью. Лучше начинать с самых простых уроков и практики. И еще один важный совет:…"
https://tproger.ru/translations/email-functionality-django/,Как отправлять электронную почту в веб-приложении на Django,"Руководство по созданию приложения на Django, позволяющее пользователям оставлять адреса своей электронной почты и получать приветственное письмо в ответ."
https://tproger.ru/translations/finding-books-python-opencv/,Пишем скрипт для поиска книг на изображениях с помощью Python и OpenCV,"Прочитав эту статью, вы узнаете, как подсчитать количество книг (да и любых других объектов) на изображении с помощью Python и библиотеки OpenCV."
https://tproger.ru/translations/nifty-python-tricks/,Хитрые приёмы на Python,"В этой статье собраны удобные приёмы, которые вполне могут упростить написание кода на Python. Всем начинающим рекомендуется к прочтению."
https://tproger.ru/video/python-for-beginners/?autoload=1,Курс «Python для начинающих»,С чего начать обучение Python?
https://tproger.ru/video/python-plays-gta-v/?autoload=1,Обучение автопилота на Python в Grand Theft Auto V,"Достаточно известный среди любителей языка Python разработчик по имени Гаррисон «Sentdex» Кинсли выпустил очередной курс, «Python Plays GTA V»."
https://tproger.ru/translations/making-a-python-bot-for-memes/,"/dev/null не нужен: пишем бота на Python, который будет присылать свежие мемасики","Сегодня мы создадим бота для Facebook Messenger, который будет присылать нам свежие мемы, мотивационные сообщения и шутки. В этой статье есть большая часть информации, которую нужно знать для создания своего бота."
https://tproger.ru/translations/django-or-ruby-on-rails/,Django или Ruby on Rails: какой фреймворк выбрать?,"Вопрос выбора фреймворка часто встаёт перед стартаперами или программистами. Первые хотят, чтобы проект был основан на наиболее подходящем, трендовом фреймворке. Вторые хотят развивать свои навыки и применять знания в реальных проектах. Обе цели…"
https://tproger.ru/translations/text-classification-tensorflow-neural-networks/,Общий взгляд на машинное обучение: классификация текста с помощью нейронных сетей и TensorFlow,В статье подробно описывается пример создания нейронной сети для классификации текста при помощи TensorFlow. Материал понятен даже без спецподготовки.
https://tproger.ru/video/python-overview/?autoload=1,Курс «Язык Python»,"Обзорный курс по Python от Яндекса, охватывающий основы Python, ООП на этом языке, тестирование и несколько приемов профессионального программирования."
https://tproger.ru/video/web-technostream-django/?autoload=1,Курс лекций по веб-технологиям и разработке на Django,"Курс посвящен разработке серверной части веб-приложений, их архитектуре и протоколу HTTP. В нем рассказывается об основных аспектах работы веб-приложений — в частности, клиент-серверной архитектуры — а также даются необходимые базовые навыки…"
https://tproger.ru/quiz/python-beginner/,Тест: насколько хорошо вы разбираетесь в Python?,Викторина от Tproger: проверьте свои знания в синтаксисе и особенностях Python — одном из самых популярных языков программирования в мире.
https://tproger.ru/translations/creepy-code-collection/,"Подборка неожиданного, странного, местами безумного кода: самые необычные программы из когда-либо написанных","Сегодня мы поговорим о самых странных программах, какие вы когда-либо видели. И настолько непонятных, что даже прошаренные кодеры возьмутся за учебники."
https://tproger.ru/books/free-python-books/,Подборка книг о языке Python для программистов любого уровня,"В этой подборке мы собрали самые полезные бесплатные книги, которые помогут в изучении языка Python как начинающим, так и опытным программистам."
https://tproger.ru/books/stackoverflow-most-popular-books/,Самые популярные книги по версии Stack Overflow — разработчик рассказал о создании удобного сервиса и поделился месячным отчётом,"Пользователь ресурса freeCodeCamp Влад Ветцель решил выяснить, как найти «свою» книгу по программированию. Свободное время разработчика ограничено, а для чтения его нужно много. Поэтому очень важно выбрать хорошую книгу, после прочтения которой…"
https://tproger.ru/translations/markov-chains/,Создаем генератор текста на основе цепей Маркова: теория и практика,Перевели для вас руководство по созданию собственного генератора текста. В статье — теоретическая база с иллюстрациями и вариант реализации на Python.
https://tproger.ru/translations/python2-package-only/,"Что делать, если нужный вам модуль поддерживает только Python 2: пошаговое руководство","Оказалось, что один из модулей, необходимых вам в работе, не поддерживает Python 3. Предлагаем способ решения этой проблемы."
https://tproger.ru/translations/python-tv-remote/,Создаем пульт для телевизора при помощи Python и смартфона,"Простой пример разработки мобильного приложения с использованием Python и Briefcase. Результат — приложение, которое превратит ваш смартфон в пульт для ТВ."
https://tproger.ru/digest/awesomo-python/,"Лучшие проекты, в которых стоит поучаствовать, чтобы примкнуть к Open Source движению и развить свои навыки. Часть четвертая. Python","Если вы интересуетесь жизнью Open Source сообщества и хотите к нему присоединиться, то эта серия подборок придётся вам как нельзя кстати, ведь в ней собраны лучшие проекты с открытым исходным кодом.…"
https://tproger.ru/translations/5-ways-of-using-underscore-in-python/,5 способов использования подчеркивания (_) в Python,"Подчеркиванию (_) в Python отводится особенное место. Если в большинстве других языков оно используется в названиях переменных и функций, то в Python подчеркивание (_) обладает гораздо большей властью. Например, если…"
https://tproger.ru/translations/create-your-first-django-app/,Создаем своё первое веб-приложение с помощью Django,"Мы создадим веб-приложение, у которого будет панель администратора и возможность загружать загадки, а у пользователей возможность отвечать на них"
https://tproger.ru/translations/programming-concepts-introspection-reflection/,Основные принципы программирования: интроспекция и рефлексия,"Рассказывает Аарон Краус  Часто во время работы программы нам бывает нужна информация о данных — например, какой у них тип или являются ли они экземпляром класса (в ООП). Опираясь на…"
https://tproger.ru/articles/django-sqlite-to-mysql/,Инструкция: как перевести проект Django с SQLite на MySQL без боли,"SQLite3 является СУБД-движком по умолчанию в Python веб-фреймворке Django, а также, как сообщается на официальном сайте проекта, самым часто используемым движком в мире. И он отлично походит для быстрого прототипирования…"
https://tproger.ru/articles/which-technology-to-choose/,Как выбрать технологию для большого и не очень большого веб-проекта,"Рассказывает Никита Семенов, CEO SECL Group За годы работы я часто слышал вопросы о выборе технологий для того или иного веб-проекта. Кто-то спрашивает у нас, как у разработчиков, как правильно, а кто-то…"
https://tproger.ru/digest/data-science-python/,Всё для изучения Python: 181 бесплатный материал + бонус,В данном списке вы сможете найти материалы для изучения языка Python с целью применения его в анализе данных и не только. Последний раздел — это бонус: если этой подборки вам оказалось…
https://tproger.ru/problems/break-nested-loop-smartly/,"Как сделать «двойной break», то есть выйти из вложенного цикла, в Python?","Условие: Перебрать все пары символов в строке, и остановиться при нахождении двух одинаковых символов."
https://tproger.ru/articles/reactivex-python/,Принципы реактивного программирования с использованием библиотеки ReactiveX для Python на примере простого RSS-агрегатора,"В последние годы реактивное программирование в целом, а технология ReactiveX в частности, обретает всё большую популярность среди разработчиков. Одни уже активно используют все преимущества этого подхода, а другие только «что-то слышали».…"
https://tproger.ru/translations/speedy-string-concatenation-python/,Как быстро конкатенировать строки в Python,"Рассказывает Рювен Лэрнер, преподаватель Как вы, наверное, знаете один из принципов в Python: «Должен быть один и только один способ сделать что-либо». Можете убедиться в этом, выполнив в в интерпретаторе…"
https://tproger.ru/digest/python-data-library/,18 полезных библиотек для анализа данных в Python,"Наша подборка будет разбита на две части — первые 8 библиотек предназначены для предварительной обработки и очистки данных от мусора, следующие 10 — для визуализации подготовленных данных."
https://tproger.ru/digest/top-cheatsheets/,Подборка шпаргалок для программистов,"Даже самые опытные программисты не всегда могут вспомнить название какого-нибудь свойства в CSS или правильное написание команды bash. Поэтому всегда удобно иметь у себя в закладках страницу, попав на которую,…"
https://tproger.ru/translations/implementing-zip-list-comprehensions/,"Разбираемся, как работает встроенная функция zip в Python, и пишем свою реализацию с помощью list comprehension","Расказывает Рювен Лёрнер, преподаватель Многие слышали о функции zip в Python, а кто-то даже регулярно ей пользуется. Сегодня мы (из интереса и для общего развития) опишем, как можно реализовать её…"
https://tproger.ru/digest/five-ways-to-boost-python/,"Пять проектов, которые помогают ускорить код на Python","Python — простой и удобный динамический язык язык, но все отлично знают про его слабость: он работает медленнее, чем код на Си, Java или даже JavaScript, когда дело доходит до задач, которым требуется…"
https://tproger.ru/digest/10-useful-python-resources/,10 полезных ресурсов для обучения Python,"Рассказывает Alan O’Donohoe  С тех пор, как я начал преподавать Python в 2011, я нашёл несколько ресурсов, которые я регулярно использую. Когда я только начинал изучать этот язык, я удивился,…"
https://tproger.ru/translations/becoming-productive-in-haskell/,Как начать писать на Haskell: опыт Python-программиста,"Рассказывает автор блога Mechanical Elephant, Мэтью Гриффин После продолжительного изучения Haskell я набрался достаточно опыта, чтобы сейчас дать вам пару советов. Кроме того, я хотел бы усвоить для себя кое-какие принципы, прежде чем…"
https://tproger.ru/translations/10-python-libraries-you-might-not-know/,"10 полезных Python библиотек, о которых вы не слышали","Пакетов для Python создано уже очень много, поэтому ни один человек физически не может изучить их все. Только PyPi насчитывает 47 000 пакетов. В то время как pandas, scikit-learn или numpy у…"
https://tproger.ru/video/pycon-2016-experienced/,Самые интересные доклады с PyCon 2016,"Недавно на YouTube были опубликованы почти все видеозаписи выступлений с PyCon 2016. Это мероприятие является крупнейшей конференцией, посвященной языку программированию Python, спикерами которой являются известные разработчики сообщества. В этой статье собрано…"
https://tproger.ru/digest/best-github-vk-api-libs/,"Лучшие библиотеки для работы с VK API на C++, Java, Python и других языках","Работать с API ВКонтакте доводилось многим из нас, и каждый может сказать: работать с ним напрямую неудобно. Разумеется, было написано множество библиотек, предоставляющих удобный интерфейс работы с ним. Их можно…"
https://tproger.ru/interview/seva-zhidkov/,"Сева, 8-классник: «Сперва я работал в Meduza.io, потом решил заняться стартапом в области чат-ботов; мной заинтересовались в Mail.ru»","Взяли интервью у Севы Жидкова, восьмиклассника из Удмуртии, разработавшего «виртуального помощника» — чат-бота «Leonard». Сева рассказал о своем жизненном пути и дал советы другим начинающим программистам. После публикации в СМИ с…"
https://tproger.ru/translations/mosaic-from-random-images/,Создаем мозаику из случайных изображений,"Рассказывает Чарльз Ньюи, автор блога blog.assemblyco.de Если вы следили за новинками современного искусства, вы наверняка видели что-то, похожее на это:"
https://tproger.ru/digest/python-articles/,10 полезных материалов по Python для быстрого старта ваших проектов,"Python — широко распространенный динамический интерпретируемый язык высокого уровня. В его философии основополагающими являются простота и читаемость кода, а его синтаксис позволяет делать код программ гораздо короче, чем на С++…"
https://tproger.ru/problems/merging-ranges-in-calendar/,Задача про слияние промежутков в календаре,"Предположим, компания, в которой вы работаете, разрабатывает электронный календарь. В календаре есть функция, показывающая, когда различные команды программистов будут заняты на какой-либо встрече."
https://tproger.ru/problems/stock-apple/,Задача про акции Apple,"Задача, которую давали на собеседованиях в Apple. От вас требуется написать функцию, которая возвращает максимальную прибыль от одной сделки с одной акцией (сначала покупка, потом продажа). Исходные данные — массив вчерашних котировок stock_prices_yesterday с ценами…"
https://tproger.ru/articles/free-programming-books/,Бесплатные материалы для программистов,"Огромная база ссылок на книги, статьи, туториалы, онлайн-курсы, интерактивные обучалки, подкасты — всё только бесплатное."
https://tproger.ru/articles/json-sempai/,Модуль для прямого импорта JSON в Python,"Вы когда-нибудь просыпались ночью в поту и чувствовали непреодолимое желание брать и импортировать JSON-файлы так, как будто это обычные Python-модули? Теперь это возможно!"
https://tproger.ru/articles/pascal-interpreter-series/,Руководство по созданию интерпретатора языка Pascal на Python,"Предлагаем вашему вниманию серию статей, опубликованную в блоге Руслана Спивака. В ней автор подробно описывает процесс разработки базового интерпретатора. Серия пополняется, и в этой подборке вы найдете первые части руководства."
https://tproger.ru/digest/python-materials/,Материалы для изучения Python,"Python считается одним из самых перспективных языков в Web-направлении (ожидается, что скоро он вытеснит PHP). Мы подготовили для вас подборку материалов, с помощью которых вы сможете легко выучить этот язык."
https://tproger.ru/digest/python-whys/,Короткие ответы на популярные вопросы о Python,"Python — отличный язык для большого количества различных задач: от веба до научных расчетов. Кроме того, он достаточно простой. Настолько, что начать писать на нем можно за день-два. Однако никто…"
https://tproger.ru/problems/max-multiplication-of-three-numbers/,Задача о максимальном произведении трех чисел массива,"Задача, которую предлагали на собеседованиях в Apple: у вас есть массив с целыми числами, в том числе и отрицательными, вам нужно найти самое большое произведение 3 чисел из этого массива."
https://tproger.ru/problems/array-recalculate/,Задача о преобразовании массива с целыми числами,"Исходные данные: массив с числами типа Integer. Вам нужно написать функцию, которая на входе получит исходный массив, а на выходе вернет массив, в котором каждое значение получено путем произведения всех значений исходного массива…"
https://tproger.ru/links/status-py/,Человекочитаемые коды ответа HTTP для Python,"status.py — удивительно простая библиотека для Python (меньше 100 строк кода), добавляющая человекочитаемые статусы ответа HTTP. Сравните сами. Вот так выглядит код без status.py: class Example(RequestHandler): def post(self): # делаем запрос…"
https://tproger.ru/links/python-wats-explained/,Некоторые странности Python: объяснение,"Недавно мы публиковали ссылку на статью о некоторых странностях Python. Но не все так просто: у этих странностей есть вполне логичное объяснение. Например, в случае с перемножением чисел и строк:…"
https://tproger.ru/links/python-goto/,Оператор GOTO в Python,"Оператор GOTO не ругал только ленивый. Тем не менее, это инструмент, и польза или вред от него определяется только тем, как его используют."
https://tproger.ru/translations/appeal-of-dynamically-typed-languages/,В чем привлекательность динамических языков?,"Рассказывает Эрик Осхайм К нам поступил вопрос: Мне хочется лучше понять, в чем же все-таки состоит привлекательность языков с динамической типизацией. Может ли кто-нибудь, кто знаком и с динамическими языками,…"
https://tproger.ru/translations/python-development-on-android/,Как разрабатывать на Python под Android,"Рассказывает Александр Тейлор, разработчик проекта Kivy В последнее время появляется большое количество ресурсов по разработке на Python под Android. Все чаще упоминается предназначенный для этой задачи фреймворк Kivy (и его…"
https://tproger.ru/articles/python-powered-games/,"Игры, в которых использовался Python","Сегодня вашему вниманию представляется статья и небольшая инфографика, которая покажет вам на конкретных примерах, что Python столь же эффективен в разработке игр, как и в других областях.   Вот некоторые…"
